,Mês,Identificação,Nome do Produto,Un,Quantidade,Custo Unitário,Custo Total,Valor Unitário,Valor Total,Margem
1099,Julho,1584,GOLA AD.65%POLI / 35%VISC - JADE,PC,42.0,0.87,36.54,2.3,96.7,62.21
1100,Julho,1651,GOLA AD.65%POLI / 35%VISC - LARANJA,PC,87.0,0.88,76.56,2.41,209.8,63.51
1101,Julho,1553,GOLA AD.65%POLI / 35%VISC - MESCLA,PC,15480.0,0.7872,12187.02,2.15,33357.65,63.47
1102,Julho,1583,GOLA AD.65%POLI / 35%VISC - PETROLEO,PC,10.0,0.92,9.2,2.3,23.0,60.0
1103,Julho,1535,GOLA AD.65%POLI / 35%VISC - PRETO,PC,1105.0,0.8662,957.26,2.31,2551.6,62.48
1104,Julho,1581,GOLA AD.65%POLI / 35%VISC - VERDE FOLHA,PC,258.0,0.98,252.84,2.29,591.2,57.23
1105,Julho,1555,GOLA AD.65%POLI / 35%VISC - VERDE MUSGO,PC,445.0,0.834,371.15,2.38,1058.0,64.92
1106,Julho,1538,GOLA AD.65%POLI / 35%VISC - VERMELHO,PC,149.0,0.9,134.1,2.39,356.0,62.33
1107,Julho,1600,GOLA AD.65%POLI / 35%VISC - VINHO,PC,95.0,0.86,81.7,2.27,216.0,62.18
1108,Julho,1657,GOLA PV RETILINEA - AZ MARINHO,PC,163.0,0.99,161.37,2.34,381.3,57.68
1109,Julho,1701,GOLA PV RETILINEA - BRANCO,PC,42.0,0.78,32.76,2.34,98.2,66.64
1110,Julho,1695,GOLA PV RETILINEA - CHUMBO,PC,97.0,0.84,81.48,2.34,227.0,64.11
1111,Julho,1658,GOLA PV RETILINEA - PRETO,PC,135.0,0.98,132.3,2.28,307.3,56.95
1112,Julho,1694,GOLA PV RETILINEA  - ROYAL,PC,134.0,0.83,111.22,2.43,326.1,65.89
1113,Julho,1127,HELANCA 100% POLIESTER - AZUL MARINHO,KG,148.59,17.8899,2658.27,30.8,4576.88,41.92
1114,Julho,1125,HELANCA 100% POLIESTER - AZUL ROYAL,KG,204.27,17.3799,3550.21,29.2,5963.97,40.47
1115,Julho,1129,HELANCA 100% POLIESTER - BRANCA,KG,47.25,14.4601,683.24,30.71,1451.19,52.92
1116,Julho,1580,HELANCA 100% POLIESTER - CHUMBO,KG,105.15,16.3394,1718.09,31.79,3342.74,48.6
1117,Julho,1253,HELANCA 100% POLIESTER - LARANJA,KG,31.56,20.5301,647.93,31.05,979.91,33.88
1118,Julho,1248,HELANCA 100% POLIESTER - PRETO,KG,174.12,18.6565,3248.47,29.03,5055.06,35.74
1119,Julho,1249,HELANCA 100% POLIESTER - VERDE BANDEIRA,KG,7.94,17.9496,142.52,34.46,273.62,47.91
1120,Julho,1343,HELANCA 100% POLIESTER - VERDE MUSGO,KG,8.5,18.98,161.33,38.5,327.25,50.7
1121,Julho,1130,HELANCA 100% POLIESTER - VERMELHO,KG,26.75,18.97,507.45,30.68,820.72,38.17
1122,Julho,1543,MALHA ESPORTIVA 100% POLIESTER -AMARELO,KG,70.46,16.9899,1197.11,37.31,2628.95,54.46
1123,Julho,1502,MALHA ESPORTIVA 100% POLIESTER -BANDEIRA,KG,35.93,22.5396,809.85,33.92,1218.9,33.56
1124,Julho,1146,MALHA ESPORTIVA 100% POLIESTER -BRANCO,KG,4292.85,15.0264,64506.09,31.36,134625.21,52.08
1125,Julho,1529,MALHA ESPORTIVA 100% POLIESTER -LARANJA,KG,165.84,19.34,3207.35,35.13,5825.6,44.94
1126,Julho,1530,MALHA ESPORTIVA 100% POLIESTER -LIMAO,KG,121.97,20.7754,2533.98,35.04,4274.26,40.72
1127,Julho,1573,MALHA ESPORTIVA 100% POLIESTER -MARINHO,KG,98.83,19.5501,1932.14,36.7,3627.4,46.73
1128,Julho,1577,MALHA ESPORTIVA 100% POLIESTER -PINK,KG,23.23,24.08,559.38,37.45,869.87,35.69
1129,Julho,1565,MALHA ESPORTIVA 100% POLIESTER -PRATA,KG,16.28,18.4226,299.92,38.79,631.49,52.51
1130,Julho,1501,MALHA ESPORTIVA 100% POLIESTER -PRETO,KG,360.03,19.9227,7172.78,37.03,13333.35,46.2
1131,Julho,1156,MALHA ESPORTIVA 100% POLIESTER -ROYAL,KG,117.09,22.0794,2585.28,37.17,4352.29,40.6
1132,Julho,1500,MALHA ESPORTIVA 100% POLIESTER -VERMELHO,KG,49.865,20.6244,1028.44,38.04,1896.7,45.78
1133,Julho,1570,MEIA MALHA 100% POLIESTER - AM CANARIO,KG,161.6,18.7677,3032.87,32.95,5324.95,43.04
1134,Julho,1568,MEIA MALHA 100% POLIESTER - AZ MARINHO,KG,435.2,17.8799,7781.35,30.46,13257.29,41.31
1135,Julho,1571,MEIA MALHA 100% POLIESTER - AZ MOTORISTA,KG,160.63,17.9801,2888.15,31.3,5027.61,42.55
1136,Julho,1567,MEIA MALHA 100% POLIESTER - AZUL ROYAL,KG,467.92,17.9801,8413.25,30.05,14058.79,40.16
1137,Julho,1588,MEIA MALHA 100% POLIESTER - BEGE,KG,50.8,18.07,917.96,33.59,1706.41,46.21
1138,Julho,1312,MEIA MALHA 100% POLIESTER - BRANCA,KG,4668.805,16.4709,76899.88,28.09,131126.17,41.35
1139,Julho,1572,MEIA MALHA 100% POLIESTER - CINZA PRATA,KG,187.82,17.2134,3233.03,32.56,6116.33,47.14
1140,Julho,1566,MEIA MALHA 100% POLIESTER - FERRARI,KG,320.835,19.1117,6131.71,31.08,9973.03,38.52
1141,Julho,1596,MEIA MALHA 100% POLIESTER - LARANJA,KG,138.14,18.4597,2550.03,29.47,4070.84,37.36
1142,Julho,1682,MEIA MALHA 100% POLIESTER -  NAUTICO,KG,99.76,18.7501,1870.51,28.75,2868.21,34.78
1143,Julho,1589,MEIA MALHA 100% POLIESTER - PEROLA,KG,102.99,17.9799,1851.76,27.4,2821.93,34.38
1144,Julho,1587,MEIA MALHA 100% POLIESTER - PETROLEO,KG,109.19,20.6135,2250.79,32.02,3495.82,35.61
1145,Julho,1579,MEIA MALHA 100% POLIESTER - PINK,KG,22.57,21.19,478.26,34.87,787.06,39.23
1146,Julho,1563,MEIA MALHA 100% POLIESTER - PRETO,KG,539.385,19.9101,10739.21,30.51,16457.81,34.75
1147,Julho,1646,MEIA MALHA 100% POLIESTER - ROSA BEBE,KG,100.35,17.0498,1710.95,30.47,3058.01,44.05
1148,Julho,1578,MEIA MALHA 100% POLIESTER - VERDE FOLHA,KG,174.735,20.2599,3540.13,31.93,5578.66,36.54
1149,Julho,23,M/M 100% ALGODAO PENTEADA - AZ MARINHO,KG,50.61,26.7702,1354.84,48.61,2460.36,44.93
1150,Julho,16,M/M 100% ALGODAO PENTEADA - AZUL ROYAL,KG,12.15,26.4296,321.12,59.22,719.52,55.37
1151,Julho,1326,M/M 100% ALGODAO PENTEADA - BRANCO,KG,26.41,23.5399,621.69,48.46,1279.7,51.42
1152,Julho,179,M/M 100% ALGODAO PENTEADA - PRETA,KG,119.905,25.88,3103.15,41.07,4924.17,36.98
1153,Julho,1551,MM 96% POLIESTER/4% ELASTANO - BRANCO,KG,24.97,26.5903,663.96,41.06,1025.21,35.24
1154,Julho,1475,M/M PIQUET 50%POL/50%ALG - AZ MOTORISTA,KG,52.94,25.4599,1347.85,48.91,2589.19,47.94
1155,Julho,1465,M/M PIQUET 50%POL/50%ALG - AZUL MARINHO,KG,364.34,25.3616,9240.25,47.62,17350.52,46.74
1156,Julho,1491,M/M PIQUET 50%POL/50%ALG - AZUL ROYAL,KG,148.32,24.7266,3667.46,46.26,6861.11,46.55
1157,Julho,1522,M/M PIQUET 50%POL/50%ALG - BEGE,KG,5.56,18.9802,105.53,49.9,277.44,61.96
1158,Julho,172,M/M PIQUET 50%POL/50%ALG - BRANCO,KG,521.88,19.8715,10370.54,40.92,21353.7,51.43
1159,Julho,1520,M/M PIQUET 50%POL/50%ALG - CINZA CHUMBO,KG,79.44,24.34,1933.57,50.24,3991.32,51.56
1160,Julho,1519,M/M PIQUET 50%POL/50%ALG - CINZA PRATA,KG,10.34,23.1499,239.37,47.67,492.9,51.44
1161,Julho,42,M/M PIQUET 50%POL/50%ALG - GRAFITE,KG,107.6,24.6799,2655.56,47.48,5108.74,48.02
1162,Julho,1470,M/M PIQUET 50%POL/50%ALG - PRETO,KG,498.25,20.9105,10418.7,47.78,23804.8,56.23
1163,Julho,1521,M/M PIQUET 50%POL/50%ALG - VD BANDEIRA,KG,66.29,25.9298,1718.89,47.39,3141.67,45.29
1164,Julho,1473,M/M PIQUET 50%POL/50%ALG - VERDE MUSGO,KG,130.88,24.9217,3261.76,47.51,6217.86,47.54
1165,Julho,1464,M/M PIQUET 50%POL/50%ALG - VERMELHO,KG,237.7,25.05,5954.4,45.97,10926.48,45.5
1166,Julho,1602,M/M PIQUET 50%POL/50%ALG - VINHO,KG,32.41,28.5701,925.96,46.97,1522.29,39.17
1167,Julho,1655,M/M PIQUET 65%POLI.35%VISC - AZ MARINHO,KG,53.18,21.2198,1128.47,39.33,2091.41,46.04
1168,Julho,453,M/M PIQUET 65%POLI.35%VISC - BRANCO,KG,13.28,18.3509,243.7,40.18,533.54,54.32
1169,Julho,1552,M/M PIQUET 65%POLI. 35%VISC - MESCLA,KG,3782.45,20.2302,76520.06,34.34,129872.3,41.08
1170,Julho,1656,M/M PIQUET 65%POLI. 35%VISC - PRETO,KG,50.6,20.9806,1061.62,39.62,2004.81,47.05
1171,Julho,1691,M/M PIQUET - 65% POLIESTER/35% - CHUMBO,KG,29.22,21.04,614.79,40.43,1181.5,47.97
1172,Julho,1690,M/M PIQUET - 65% POLIESTER/35% - ROYAL,KG,42.92,21.6803,930.52,39.3,1686.65,44.83
1173,Julho,1621,M/M PV 65%POLIEST. 35%VISC. - AM CANARIO,KG,246.14,20.024,4928.71,36.91,9084.4,45.75
1174,Julho,1628,M/M PV 65%POLIEST. 35%VISC. - AM OURO,KG,142.93,20.3001,2901.5,34.59,4944.23,41.32
1175,Julho,1607,M/M PV 65%POLIEST. 35%VISC. - AZ MARINHO,KG,2699.65,20.2158,54575.6,36.34,98094.84,44.36
1176,Julho,1645,M/M PV 65%POLIEST. 35%VISC. - AZUL BEBE,KG,85.51,17.74,1516.95,34.14,2919.1,48.03
1177,Julho,1606,M/M PV 65%POLIEST. 35%VISC. - AZUL ROYAL,KG,2067.21,20.8783,43159.89,35.94,74301.75,41.91
1178,Julho,1631,M/M PV 65%POLIEST. 35%VISC. - BANDEIRA,KG,1.26,24.1904,30.48,48.9,61.61,50.53
1179,Julho,1612,M/M PV 65%POLIEST. 35%VISC. - BEGE AREIA,KG,131.28,19.8198,2601.95,37.36,4904.63,46.95
1180,Julho,1544,M/M PV 65%POLIEST. 35%VISC. - BRANCO,KG,2436.44,17.7456,43236.28,31.79,77447.15,44.17
1181,Julho,1644,M/M PV 65%POLIEST. 35%VISC. - CAQUI,KG,123.85,20.4599,2533.97,35.23,4363.36,41.93
1182,Julho,1632,M/M PV 65%POLIEST. 35%VISC. - CELESTE,KG,73.91,22.9273,1694.56,36.23,2677.47,36.71
1183,Julho,1629,M/M PV 65%POLIEST. 35%VISC. - CZ CHUMBO,KG,888.77,20.4719,18194.88,36.86,32764.32,44.47
1184,Julho,1662,M/M PV 65%POLIEST. 35%VISC. - CZ FORTE,KG,158.82,26.0499,4137.26,34.03,5403.89,23.44
1185,Julho,1617,M/M PV 65%POLIEST. 35%VISC. - CZ PRATA,KG,409.49,19.2282,7873.76,35.36,14479.95,45.62
1186,Julho,1627,M/M PV 65%POLIEST. 35%VISC. - ESMERALDA,KG,8.3,22.1192,183.59,48.42,401.87,54.32
1187,Julho,1610,M/M PV 65%POLIEST. 35%VISC. - FERRARI,KG,399.33,21.0799,8417.87,36.58,14605.76,42.37
1188,Julho,1635,M/M PV 65%POLIEST. 35%VISC. - GRAFITE,KG,663.08,21.6825,14377.24,36.26,24043.98,40.2
1189,Julho,1622,M/M PV 65%POLIEST. 35%VISC. - JADE,KG,395.78,22.7627,9009.03,38.43,15208.8,40.76
1190,Julho,1615,M/M PV 65%POLIEST. 35%VISC. - LARANJA,KG,435.56,21.3263,9288.89,35.68,15542.01,40.23
1191,Julho,1643,M/M PV 65%POLIEST. 35%VISC. - MARROM,KG,10.38,21.2379,220.45,42.48,440.93,50.0
1192,Julho,1634,M/M PV 65%POLIEST. 35%VISC. - MOTORISTA,KG,349.62,19.8173,6928.54,35.77,12505.25,44.59
1193,Julho,1641,M/M PV 65%POLIEST. 35%VISC. - PEROLA,KG,33.25,24.84,825.93,34.41,1144.12,27.81
1194,Julho,1619,M/M PV 65%POLIEST. 35%VISC. - PETROLEO,KG,153.35,21.9846,3371.35,37.23,5709.31,40.95
1195,Julho,1616,M/M PV 65%POLIEST. 35%VISC. - PINK,KG,283.24,19.9291,5644.73,35.94,10179.01,44.55
1196,Julho,1609,M/M PV 65%POLIEST. 35%VISC. - PRETO,KG,3637.037,20.1882,73425.56,36.41,132425.37,44.55
1197,Julho,1625,M/M PV 65%POLIEST. 35%VISC. - ROXO,KG,175.62,21.45,3767.06,36.66,6438.87,41.5
1198,Julho,1611,M/M PV 65%POLIEST. 35%VISC. - VD FOLHA,KG,1113.33,23.2554,25890.99,36.09,40179.8,35.56
1199,Julho,1626,M/M PV 65%POLIEST. 35%VISC. - VD LIMAO,KG,213.24,19.4199,4141.11,36.0,7676.41,46.05
1200,Julho,1623,M/M PV 65%POLIEST. 35%VISC. - VD MUSGO,KG,576.86,21.3292,12303.97,36.68,21158.1,41.85
1201,Julho,1624,M/M PV 65%POLIEST. 35%VISC. - VERDE AGUA,KG,216.5,19.5501,4232.6,36.76,7959.09,46.82
1202,Julho,1608,M/M PV 65%POLIEST. 35%VISC. - VERMELHO,KG,362.52,20.9885,7608.78,37.2,13486.58,43.58
1203,Julho,1620,M/M PV 65%POLIEST. 35%VISC. - VINHO,KG,340.99,20.5177,6996.34,37.39,12750.6,45.13
1204,Julho,842,M/M PV 67%POLIEST. 33%VISC. - MESCLA,KG,1368.11,19.33,26445.6,36.68,50181.54,47.3
1205,Julho,1494,PUNHO AD. 50%ALG / 50%POLI - AZ MARINHO,PC,595.0,0.5073,301.85,2.23,1327.7,77.27
1206,Julho,1007,PUNHO AD. 50%ALG / 50%POLI - AZUL ROYAL,PC,152.0,0.5434,82.6,2.2,334.0,75.27
1207,Julho,1556,PUNHO AD. 50%ALG / 50%POLI - BEGE,PC,10.0,0.4,4.0,2.2,22.0,81.82
1208,Julho,1004,PUNHO AD. 50%ALG / 50%POLI - BRANCO,PC,410.0,0.44,180.4,2.26,924.7,80.49
1209,Julho,1550,PUNHO AD. 50%ALG / 50%POLI - CINZA PRATA,PC,19.0,0.47,8.93,2.28,43.4,79.42
1210,Julho,1557,PUNHO AD. 50%ALG / 50%POLI - CZ CHUMBO,PC,105.0,0.49,51.45,2.33,244.9,78.99
1211,Julho,1006,PUNHO AD. 50%ALG / 50%POLI - GRAFITE,PC,279.0,0.52,145.08,2.19,610.1,76.22
1212,Julho,1558,PUNHO AD. 50%ALG / 50%POLI - MOTORISTA,PC,47.0,0.5,23.5,2.35,110.5,78.73
1213,Julho,1492,PUNHO AD. 50%ALG / 50%POLI - PRETO,PC,849.0,0.7783,660.83,2.29,1944.5,66.02
1214,Julho,1541,PUNHO AD. 50%ALG / 50%POLI - VD BANDEIRA,PC,98.0,0.53,51.94,2.29,224.9,76.91
1215,Julho,1549,PUNHO AD. 50%ALG / 50%POLI - VERDE MUSGO,PC,109.0,0.53,57.77,2.28,248.5,76.75
1216,Julho,1493,PUNHO AD. 50%ALG / 50%POLI - VERMELHO,PC,921.0,0.52,478.92,2.24,2066.8,76.83
1217,Julho,1604,PUNHO AD. 50%ALG / 50%POLI - VINHO,PC,144.0,0.63,90.72,2.14,308.4,70.58
1218,Julho,1650,PUNHO M/M 98% ALG 2% ELAST - AZ. MARINHO,KG,1.83,27.5792,50.47,50.72,92.81,45.62
1219,Julho,295,PUNHO M/M 98% ALG 2% ELAST - AZUL ROYAL,KG,0.37,25.5945,9.47,50.89,18.83,49.71
1220,Julho,282,PUNHO M/M 98% ALG 2% ELAST - BRANCO,KG,3.4,25.5264,86.79,49.09,166.9,48.0
1221,Julho,1225,PUNHO M/M 98% ALG 2% ELAST - PRETO,KG,9.12,27.8695,254.17,48.6,443.2,42.65
1222,Julho,1554,PUNHO PV RETILINEO - MESCLA,PC,15570.0,0.5299,8250.68,2.15,33504.45,75.37
1223,Julho,1693,PUNHO RET. P/MALHA PIQUET - 65 - CHUMBO,PC,81.0,0.52,42.12,2.33,188.6,77.67
1224,Julho,1697,PUNHO RET. P/MALHA PIQUET - 65 - MARINHO,PC,161.0,0.62,99.82,2.34,376.2,73.47
1225,Julho,1699,PUNHO RET. P/MALHA PIQUET - 65 - PRETO,PC,171.0,0.63,107.73,2.34,400.2,73.08
1226,Julho,1692,PUNHO RET. P/MALHA PIQUET - 65 - ROYAL,PC,134.0,0.54,72.36,2.43,326.1,77.81
1227,Julho,1702,PUNHO RET. P/MALHA PIQUET - BRANCO,PC,42.0,0.48,20.16,2.34,98.2,79.47
1228,Julho,1710,RIBANA PP 100% PES. - AMARELO BRILHANTE,KG,3.3,19.6909,64.98,47.0,155.1,58.1
1229,Julho,1698,RIBANA PP 100% PES. - AZUL MOTORISTA,KG,3.56,19.2106,68.39,47.98,170.81,59.96
1230,Julho,1705,RIBANA PP 100% PES. - BEGE,KG,1.4,19.3142,27.04,46.43,65.0,58.4
1231,Julho,1707,RIBANA PP 100% PES. - CINZA PRATA,KG,0.39,19.3076,7.53,49.97,19.49,61.36
1232,Julho,1688,RIBANA PP 100% PES. - LARANJA,KG,1.39,20.3597,28.3,48.32,67.16,57.86
1233,Julho,1685,RIBANA PP 100% PES. - MARINHO,KG,20.9,19.9904,417.8,45.75,956.25,56.31
1234,Julho,1686,RIBANA PP 100% PES. - NAUTICO,KG,3.82,19.9921,76.37,47.84,182.76,58.21
1235,Julho,1709,RIBANA PP 100% PES. - PETROLEO,KG,0.2,22.65,4.53,47.0,9.4,51.81
1236,Julho,1706,RIBANA PP 100% PES. - PRETO,KG,11.31,21.1511,239.22,48.0,542.87,55.93
1237,Julho,1708,RIBANA PP 100% PES. - ROSA BEBE,KG,0.15,19.2666,2.89,50.0,7.5,61.47
1238,Julho,1687,RIBANA PP 100% PES. - ROYAL,KG,6.0,20.09,120.54,48.99,293.92,58.99
1239,Julho,1703,RIBANA PP 100% PES. - VERDE FOLHA,KG,2.35,21.5021,50.53,46.53,109.34,53.79
1240,Julho,1704,RIBANA PP 100% PES. - VERMELHO FERRARI,KG,5.875,20.56,120.79,48.68,286.02,57.77
1241,Julho,1293,RIBANA PV 65%P / 35%V - AMARELO CANARIO,KG,21.415,26.24,561.93,47.54,1018.13,44.81
1242,Julho,1098,RIBANA PV 65%P / 35%V - AMARELO OURO,KG,3.71,25.9218,96.17,49.48,183.57,47.61
1243,Julho,119,RIBANA PV 65%P / 35%V - AZUL BEBE,KG,1.9,24.3473,46.26,47.31,89.89,48.54
1244,Julho,122,RIBANA PV 65%P / 35%V - AZUL MARINHO,KG,54.374,26.68,1450.7,47.57,2586.41,43.91
1245,Julho,1298,RIBANA PV 65%P / 35%V - AZUL MOTORISTA,KG,5.55,25.5099,141.58,47.69,264.69,46.51
1246,Julho,120,RIBANA PV 65%P / 35%V - AZUL ROYAL,KG,48.185,27.1397,1307.73,46.6,2245.46,41.76
1247,Julho,1630,RIBANA PV 65%P / 35%V - BEGE AREIA,KG,3.89,28.2699,109.97,45.61,177.43,38.02
1248,Julho,114,RIBANA PV 65%P / 35%V - BRANCO,KG,102.09,23.8146,2431.24,47.36,4834.58,49.71
1249,Julho,1595,RIBANA PV 65%P / 35%V - CAQUI,KG,1.175,26.434,31.06,48.02,56.42,44.95
1250,Julho,1593,RIBANA PV 65%P / 35%V - CELESTE,KG,2.03,26.7389,54.28,47.33,96.08,43.51
1251,Julho,1507,RIBANA PV 65%P / 35%V - CINZA CHUMBO,KG,38.935,2.3695,92.26,46.49,1809.97,94.9
1252,Julho,1408,RIBANA PV 65%P / 35%V - CINZA PRATA,KG,13.34,25.2796,337.23,47.03,627.44,46.25
1253,Julho,123,RIBANA PV 65%P / 35%V - CZ FORTE,KG,4.9,29.3693,143.91,47.24,231.47,37.83
1254,Julho,1591,RIBANA PV 65%P / 35%V - ESMERALDA,KG,1.1,28.8454,31.73,46.87,51.56,38.46
1255,Julho,1498,RIBANA PV 65%P / 35%V - FERRARI,KG,24.82,27.0612,671.66,47.38,1175.94,42.88
1256,Julho,1586,RIBANA PV 65%P / 35%V - GRAFITE,KG,12.885,27.6802,356.66,47.95,617.79,42.27
1257,Julho,1499,RIBANA PV 65%P / 35%V - JADE,KG,12.32,29.84,367.63,46.95,578.37,36.44
1258,Julho,1186,RIBANA PV 65%P / 35%V - LARANJA,KG,19.62,27.1681,533.04,46.86,919.39,42.02
1259,Julho,1441,RIBANA PV 65%P / 35%V - MARROM,KG,3.25,27.2184,88.46,46.43,150.89,41.37
1260,Julho,177,RIBANA PV 65%P / 35%V - MESCLA,KG,41.39,21.0096,869.59,46.76,1935.24,55.07
1261,Julho,917,RIBANA PV 65%P / 35%V - PEROLA,KG,1.25,28.16,35.2,46.31,57.89,39.2
1262,Julho,1374,RIBANA PV 65%P / 35%V - PETROLEO,KG,4.575,28.2557,129.27,48.35,221.2,41.56
1263,Julho,1247,RIBANA PV 65%P / 35%V - PINK,KG,4.01,25.98,104.18,46.72,187.35,44.39
1264,Julho,124,RIBANA PV 65%P / 35%V - PRETO,KG,135.98,26.4393,3595.22,47.68,6483.91,44.55
1265,Julho,1295,RIBANA PV 65%P / 35%V - ROXO,KG,5.45,26.9119,146.67,47.69,259.9,43.57
1266,Julho,121,RIBANA PV 65%P / 35%V - VERDE AGUA,KG,5.48,25.5291,139.9,48.69,266.81,47.57
1267,Julho,1506,RIBANA PV 65%P / 35%V - VERDE FOLHA,KG,60.61,30.1504,1827.42,47.37,2871.17,36.35
1268,Julho,951,RIBANA PV 65%P / 35%V - VERDE LIMAO,KG,5.05,26.5108,133.88,49.47,249.83,46.41
1269,Julho,1286,RIBANA PV 65%P / 35%V - VERDE MUSGO,KG,17.495,27.3809,479.03,47.37,828.75,42.2
1270,Julho,118,RIBANA PV 65%P / 35%V - VERMELHO,KG,6.331,27.3716,173.29,48.01,303.97,42.99
1271,Julho,1301,RIBANA PV 65%P / 35%V - VINHO,KG,12.955,27.1524,351.76,48.32,625.93,43.8
1272,Julho,1259,TACTEL - 100% POLIESTER - LARANJA,MT,5.0,4.45,22.25,14.5,72.5,69.31
1273,Agosto,1467,GOLA AD. 50%ALG/50%POLI - AZUL MARINHO,PC,1585.0,0.8504,1347.9,2.23,3527.85,61.79
1274,Agosto,1476,GOLA AD. 50%ALG/50%POLI - AZUL MOTORISTA,PC,181.0,0.83,150.23,2.29,414.1,63.72
1275,Agosto,1002,GOLA AD. 50%ALG/50%POLI - AZUL ROYAL,PC,783.0,0.89,696.87,2.21,1728.3,59.68
1276,Agosto,996,GOLA AD. 50%ALG/50%POLI - BRANCO,PC,742.0,0.66,489.72,2.26,1674.5,70.75
1277,Agosto,1528,GOLA AD. 50%ALG/50%POLI - CINZA CHUMBO,PC,530.0,0.81,429.3,2.33,1234.6,65.23
1278,Agosto,1524,GOLA AD. 50%ALG/50%POLI - CINZA PRATA,PC,195.0,0.74,144.3,2.29,446.4,67.67
1279,Agosto,1001,GOLA AD. 50%ALG/50%POLI - GRAFITE,PC,412.0,0.88,362.56,2.21,910.4,60.18
1280,Agosto,1471,GOLA AD. 50%ALG/50%POLI - PRETO,PC,1708.0,0.9983,1705.18,2.27,3885.2,56.11
1281,Agosto,1526,GOLA AD. 50%ALG/50%POLI - VERDE BANDEIRA,PC,1230.0,0.88,1082.4,2.22,2734.1,60.41
1282,Agosto,1474,GOLA AD. 50%ALG/50%POLI - VERDE MUSGO,PC,462.0,0.85,392.7,2.21,1018.8,61.45
1283,Agosto,1466,GOLA AD. 50%ALG/50%POLI - VERMELHO,PC,187.0,0.84,157.08,2.27,425.1,63.05
1284,Agosto,1603,GOLA AD. 50%ALG/50%POLI - VINHO,PC,95.0,0.8934,84.88,2.35,223.4,62.01
1285,Agosto,1574,GOLA AD.65%POLI / 35%VISC - AM CANARIO,PC,215.0,0.88,189.2,2.34,503.7,62.44
1286,Agosto,1545,GOLA AD.65%POLI / 35%VISC - AZ MOTORISTA,PC,162.0,0.85,137.7,2.14,346.6,60.27
1287,Agosto,1559,GOLA AD.65%POLI / 35%VISC - AZUL BEBE,PC,20.0,0.84,16.8,2.4,48.0,65.0
1288,Agosto,1537,GOLA AD.65%POLI / 35%VISC - AZUL MARINHO,PC,1220.0,0.8005,976.64,2.27,2775.3,64.81
1289,Agosto,1536,GOLA AD.65%POLI / 35%VISC - AZUL ROYAL,PC,612.0,0.78,477.36,2.23,1362.1,64.95
1290,Agosto,1534,GOLA AD.65%POLI / 35%VISC - BRANCO,PC,246.0,0.69,169.74,2.3,566.5,70.04
1291,Agosto,1652,GOLA AD.65%POLI / 35%VISC - CAQUI,PC,411.0,1.06,435.66,2.2,904.2,51.82
1292,Agosto,1648,GOLA AD.65%POLI / 35%VISC - CINZA CHUMBO,PC,53.0,0.87,46.11,2.34,123.9,62.78
1293,Agosto,1576,GOLA AD.65%POLI / 35%VISC - CINZA PRATA,PC,48.0,0.85,40.8,2.21,106.2,61.58
1294,Agosto,1601,GOLA AD.65%POLI / 35%VISC - FERRARI,PC,98.0,0.8761,85.86,2.19,214.8,60.03
1295,Agosto,1649,GOLA AD.65%POLI / 35%VISC - GRAFITE,PC,191.0,0.9,171.9,2.21,421.5,59.22
1296,Agosto,1651,GOLA AD.65%POLI / 35%VISC - LARANJA,PC,182.0,0.894,162.72,2.3,418.9,61.16
1297,Agosto,1553,GOLA AD.65%POLI / 35%VISC - MESCLA,PC,401.0,0.77,308.77,2.22,889.2,65.28
1298,Agosto,1583,GOLA AD.65%POLI / 35%VISC - PETROLEO,PC,20.0,0.92,18.4,2.39,47.8,61.51
1299,Agosto,1535,GOLA AD.65%POLI / 35%VISC - PRETO,PC,803.0,0.7977,640.57,2.24,1795.1,64.32
1300,Agosto,1581,GOLA AD.65%POLI / 35%VISC - VERDE FOLHA,PC,280.0,0.98,274.4,2.32,649.2,57.73
1301,Agosto,1555,GOLA AD.65%POLI / 35%VISC - VERDE MUSGO,PC,463.0,0.8771,406.14,2.22,1025.6,60.4
1302,Agosto,1600,GOLA AD.65%POLI / 35%VISC - VINHO,PC,90.0,0.86,77.4,2.17,195.4,60.39
1303,Agosto,1657,GOLA PV RETILINEA - AZ MARINHO,PC,427.0,0.99,422.73,2.33,994.74,57.5
1304,Agosto,1701,GOLA PV RETILINEA - BRANCO,PC,32.0,0.78,24.96,2.4,76.8,67.5
1305,Agosto,1695,GOLA PV RETILINEA - CHUMBO,PC,7.0,0.84,5.88,2.62,18.34,67.94
1306,Agosto,1660,GOLA PV RETILINEA  - CZ PRATA,PC,1218.0,0.82,998.76,2.15,2618.7,61.86
1307,Agosto,1658,GOLA PV RETILINEA - PRETO,PC,187.0,0.98,183.26,2.4,448.8,59.17
1308,Agosto,1694,GOLA PV RETILINEA  - ROYAL,PC,248.0,0.83,205.84,2.33,578.5,64.42
1309,Agosto,1251,HELANCA 100% POLIESTER - AMARELO OURO,KG,13.9,17.71,246.17,28.99,403.01,38.92
1310,Agosto,1127,HELANCA 100% POLIESTER - AZUL MARINHO,KG,236.14,17.89,4224.55,28.68,6773.21,37.63
1311,Agosto,1125,HELANCA 100% POLIESTER - AZUL ROYAL,KG,274.825,17.38,4776.48,29.73,8171.21,41.55
1312,Agosto,1129,HELANCA 100% POLIESTER - BRANCA,KG,85.91,14.2501,1224.23,31.67,2721.11,55.01
